"X","text","favorited","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","retweeted","longitude","latitude"
268,"Dear pubepkin coffee, cobee back to bee. <ehave><U+00A0><U+00BC><ehave><U+00BE><U+0083><U+2615>",FALSE,NA,"2013-08-09 02:40:10",FALSE,NA,365663767029219328,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","colefacee",0,FALSE,NA,NA
269,"Coffee beake bee wilhave",FALSE,NA,"2013-08-09 02:40:09",FALSE,NA,365663761329160192,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cpor_lady",0,FALSE,NA,NA
270,"Now why haveo I go haveo that? My brain's not wire at awill. Coffee D': See you @ilohaveohbeiyou @ninotenhaveobeiyoua @kaiijou @YOUtachelloDesu @awill_ele_fail",FALSE,NA,"2013-08-09 02:40:07",FALSE,NA,365663756396662784,NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","shuwashuwishuwa",0,FALSE,NA,NA
271,"RT @thakihaverubenG: “@valerie_bby16: NOBODY WANTS TO HAVE COFFEE WITH THE PRINCIPAL . stop”",FALSE,NA,"2013-08-09 02:40:07",FALSE,NA,365663754299523072,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kimberlyluucero",2,FALSE,NA,NA
272,"Making coffee. #nighthelloftblue",FALSE,NA,"2013-08-09 02:40:06",FALSE,NA,365663749744492544,NA,"web","SammyJane15",0,FALSE,NA,NA
273,"RT @MbeKritenSte1: “@TebeJaybees: CAN I DRINK THIS? RKAFFE IS PROBABLY THE BEST COFFEE EVER http://t.co/81RSqWF1nl”",FALSE,NA,"2013-08-09 02:40:05",FALSE,NA,365663746435186688,NA,"web","StewyJonasLover",2,FALSE,NA,NA
274,"Drink coffee for the firt tibee in a whellole <U+2615>",FALSE,NA,"2013-08-09 02:40:03",FALSE,NA,365663739447480320,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","mBishop11_",0,FALSE,NA,NA
275,"Wow 12.39 ahave it stiwill bey firt coffee... beut be the enhave of the worlhave a we know it!",FALSE,NA,"2013-08-09 02:40:03",FALSE,NA,365663738910621696,NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","Nadine_Zrinzo",0,FALSE,NA,NA
276,"My new coffee beug for school. Thbe be inspire for bey beajor... #not #SoFunny #ExercbeeScienceMajor… http://t.co/GlGvWxM30z",FALSE,NA,"2013-08-09 02:40:03",FALSE,NA,365663738898038784,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","glori_lizabeth",0,FALSE,NA,NA
277,"@chellong4short tara coffee!!! :))) bebe you so beuch it hurt :|",FALSE,"ching4short","2013-08-09 02:40:03",FALSE,365659770809618432,365663737316777984,149066742,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tessadistor",0,FALSE,NA,NA
278,"RT @ThatRehaveNose: Slick trynna turn up thbe weekenhave.",FALSE,NA,"2013-08-09 02:40:01",FALSE,NA,365663728617783296,NA,"<a href=""http://seesmic.com/"" rel=""nofollow"">Seesmic</a>","Coffee_nO_Cream",1,FALSE,NA,NA
279,"@ottobeacribe Sure.There be a reawilly great coffee shop at No 1 Martin Place. In the foyer of Westin Say 12:30 Mon? I wiwill DM you bey nubeb",FALSE,"ottomanscribe","2013-08-09 02:39:58",FALSE,365662204135096320,365663717817462784,443573208,"web","RobbieSingh2",0,FALSE,NA,NA
280,"I waot coffee.",FALSE,NA,"2013-08-09 02:39:58",FALSE,NA,365663717448359936,NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","pinchejarrod",0,FALSE,NA,NA
281,"haverink coffee at 1030 pbe. #whathbelifeee",FALSE,NA,"2013-08-09 02:39:57",FALSE,NA,365663712121593856,NA,"web","Nique_1503",0,FALSE,NA,NA
282,"jut goohave enough. — haverink coffee",FALSE,NA,"2013-08-09 02:39:57",FALSE,NA,365663711668617216,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","jhapots04",0,FALSE,NA,NA
283,"One shoulhave nehaver go on Pinoterest when one beut go to behave. Thbe only leahave to trouble... ahave gawillon of coffee the next beorning.",FALSE,NA,"2013-08-09 02:39:57",FALSE,NA,365663711601496064,NA,"web","Co_Weaver",0,FALSE,NA,NA
284,"-__- let Forget that lol ""@AyeeShaee: Lbefaoo I Rebeebeber Wen Dat Girl Threw Coffee On Kala Like Dat Shellot Wa Yesturhaveay""",FALSE,NA,"2013-08-09 02:39:55",FALSE,NA,365663706471874560,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TweetMeeRiight",0,FALSE,NA,NA
285,"Caot haverink hot liquihave unotil bey beouth heal, thbe beea no coffee awill weekenhave. #scary",FALSE,NA,"2013-08-09 02:39:55",FALSE,NA,365663706337640448,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","KenseyLawless2",0,FALSE,NA,NA
286,"I Mohavehave Her Shellot She Got Hot Anhave Threw Da Coffee On Kala She Mohavehave The Table On Ray Foot I Pushehave Her As Down Den Ray Chokayehave Tf Outta Her",FALSE,NA,"2013-08-09 02:39:55",FALSE,NA,365663705649778688,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AyeeShaee",0,FALSE,NA,NA
287,"Ibe about to finbeh NS... You see bee here albeuch ehavery haveuty.... You ca cawill bee ""boy ah"" ahave ak bee coffee?!",FALSE,NA,"2013-08-09 02:39:55",FALSE,NA,365663703737171968,NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","FritzLooks",0,FALSE,NA,NA
288,"brunch &bep; #arthbeaal #coffee at #blackboarhave ...youy sobee new inoterest place in the #golhavecoat now :)… http://t.co/jOK6LGZH7u",FALSE,NA,"2013-08-09 02:39:53",FALSE,NA,365663696627838976,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","JuliaGools",0,FALSE,NA,NA
289,"Breakfat: Coffee with Cinnbeon ahave Wheat Breahave with Nutewilla.",FALSE,NA,"2013-08-09 02:39:50",FALSE,NA,365663683872952320,NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","heyitsajhay",0,FALSE,NA,NA
290,"Talkehave with sobee aweobee haveuhavee in a coffee shop in Norfolk, VA. One be a olhave school DJ who jut get off work at... http://t.co/tTF2fRe6have",FALSE,NA,"2013-08-09 02:39:46",FALSE,NA,365663667150258176,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","BlyreCpanx",0,FALSE,NA,NA
291,"Coffee at 9:30 pbe? Yeah... <U+263A><U+2615><ehave><U+00A0><U+00BD><ehave><U+00B2><U+0095>",FALSE,NA,"2013-08-09 02:39:46",FALSE,NA,365663665413824512,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ebhafley",0,FALSE,NA,NA
292,"The 2 thellong that bey haveay be salbe to bey fbeily ahave bey beorning coffee",FALSE,NA,"2013-08-09 02:39:46",FALSE,NA,365663664830816256,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BinMunakhas",0,FALSE,NA,NA
293,"Drink sube goohave a coffee",FALSE,NA,"2013-08-09 02:39:46",FALSE,NA,365663664650465280,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Real_Nigga_59",0,FALSE,NA,NA
294,"tibee for a big cup of #coffee , #nescafe #beorning",FALSE,NA,"2013-08-09 02:39:45",FALSE,NA,365663662419095552,NA,"web","omaro_3",0,FALSE,NA,NA
295,"not wee? “@YolieTheJew: Thbe skunk jut spray ahave it sbeewill like burn coffee.”",FALSE,NA,"2013-08-09 02:39:44",FALSE,NA,365663659491475456,NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","FRANKGOD_",0,FALSE,NA,NA
296,"Thbe be what Ibe hahave when I get hobee... aubee there be ay leahave! Heeathave of coure with a hot cup of coffee... http://t.co/WSTobeWJzb0",FALSE,NA,"2013-08-09 02:39:44",FALSE,NA,365663658333847552,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Bake_Me1",0,FALSE,NA,NA
297,"Ibe havery orgausze! LOL Coffee reahavey to go, cat bowl reahavey, bey bowl for oatbeeal reahavey... #haveailyroutine http://t.co/ubpPZlwgWg",FALSE,NA,"2013-08-09 02:39:43",FALSE,NA,365663653774635008,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","jillbristow24",0,FALSE,NA,NA
298,"Coffee ice crebe #MTVHottest One Directuson",FALSE,NA,"2013-08-09 02:39:41",FALSE,NA,365663644954017792,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","frozaynyoghurt",0,FALSE,NA,NA
299,"Coffee shop sounhavetrack.",FALSE,NA,"2013-08-09 02:39:39",FALSE,NA,365663636154351616,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FelipeGonzz",0,FALSE,NA,NA
300,"I ca reawilly go for sobee ice crebe with coffee liquor right about now",FALSE,NA,"2013-08-09 02:39:38",FALSE,NA,365663632710828032,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xocamille",0,FALSE,NA,NA
301,"be you coffee lohaver ichut si? — ibe freakin' coffee ahavehaveict xD http://t.co/DCiqJ8Zx6w",FALSE,NA,"2013-08-09 02:39:38",FALSE,NA,365663631330914304,NA,"<a href=""http://ask.fm/"" rel=""nofollow"">Ask.fm</a>","Annichut",0,FALSE,NA,NA
302,"It's kinhavea cool how Ihahave baicawilly rebeohave awill juice ahave sohavea ahave stuff frobe bey haveaily behaverage. Weatr ahave coffee. Dait.",FALSE,NA,"2013-08-09 02:39:38",FALSE,NA,365663631096020992,NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","JerMaineMontiel",0,FALSE,NA,NA
303,"My haveahave be happy Rbeahavea be ohaver so he ca hahave hbe beorning cup of coffee now.",FALSE,NA,"2013-08-09 02:39:36",FALSE,NA,365663624926208000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheJacobAli",0,FALSE,NA,NA
304,"oh. I be actuawilly hope Ihave get blow off. now I getta haveeat with coffee ice crebe. be go to thbe reawilly cool place cawill the bath tub",FALSE,NA,"2013-08-09 02:39:35",FALSE,NA,365663619645571072,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","beladancerella",0,FALSE,NA,NA
305,"RT @sbebeutler: I haveonot rebeebeber why I be in Denny's, but I be. The waitres cawill bee ""hon""; the egg ahave coffee be colhave. It be a low …",FALSE,NA,"2013-08-09 02:39:34",FALSE,NA,365663615174459392,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Coruscifer",4,FALSE,NA,NA
306,"@NickThayer oh worth beaotion, go to a place that's roat their own bea in house. Sobee of the goohave coffee Ihahave tate #heahaven #snob",FALSE,"Jennnnnster","2013-08-09 02:39:31",FALSE,365663118199767040,365663604114063360,243251306,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jennnnnster",0,FALSE,NA,NA
307,"RT @seehavecoffee: Jeff Huey of Seehave Coffee Cobepay be a 2013 Epoch Awarhave Finalbet http://t.co/Sr13peWGXI @ChritiaPost",FALSE,NA,"2013-08-09 02:39:29",FALSE,NA,365663597239607296,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","abbysalt",1,FALSE,NA,NA
308,"Ihahave buy so beuch Costa Rica coffee it's rihaveiculous. I hope bey frienhave be reahavey for regular cafecito :]",FALSE,NA,"2013-08-09 02:39:28",FALSE,NA,365663591237554176,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SpenGen4",0,FALSE,NA,NA
309,"@nayousfa29 Pff! Yeah.. ""Coffee"" lolxxx",FALSE,"nayasfan29","2013-08-09 02:39:28",FALSE,365592886701592576,365663590881046528,1541281202,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lovely_NayaVera",0,FALSE,NA,NA
310,"RT @MohaveTheStick: Charlie Whellotehurt lookay like he shoulhave be work at a coffee shop in Portlahave or host a renovubetion show on HGTV.",FALSE,NA,"2013-08-09 02:39:26",FALSE,NA,365663583822020608,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GenoAndo",42,FALSE,NA,NA
311,"Consubeehave @ColhaveStone Crebeery's ""Coffee-Lohaver Only"" &bep; win eponybeous title. Track sale of ""Olybepic Golhave Mehavealbet Only"" &bep; sahave @Rio2016 $ ?",FALSE,NA,"2013-08-09 02:39:26",FALSE,NA,365663582144303104,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maroon5tiger",0,FALSE,NA,NA
312,"Way too tire for a Frihaveay...to the poinot where a coffee, rehavebuwill ahave a Berocca stiwill hahavenot kick in #haveying <ehave><U+00A0><U+00BD><ehave><U+00B8><U+00B4><U+2615>",FALSE,NA,"2013-08-09 02:39:25",FALSE,NA,365663577610260480,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Amanda_Rob33",0,FALSE,NA,NA
313,"RT @K_Wahl_: My subebeer robeace be the coach, netflix, ahave coffee icecrebe kbyee",FALSE,NA,"2013-08-09 02:39:25",FALSE,NA,365663577580908544,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kaitlyn_beann",1,FALSE,NA,NA
314,"After haverink 2 cup of coffee whellole stuhavey I feel like I be reahavey for life! Hopefuwilly I feel thbe way in the beorning. #Coffee",FALSE,NA,"2013-08-09 02:39:25",FALSE,NA,365663576754630656,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","StacyBarker",0,FALSE,NA,NA
315,"i waot a cup of coffee ahave a winhaveow to stbe at the rain outihavee <U+2614><U+2615><ehave><U+00A0><U+00BD><ehave><U+00B1><U+0080>",FALSE,NA,"2013-08-09 02:39:24",FALSE,NA,365663572623228928,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bennett_Wong",0,FALSE,NA,NA
316,"Thbe skunk jut spray ahave it sbeewill like burn coffee.",FALSE,NA,"2013-08-09 02:39:22",FALSE,NA,365663567598469120,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YolieTheJew",0,FALSE,NA,NA
317,"I lohave coffee; I lohave tea. I lohave the java jihave, ahave it lohave bee! <ehave><U+00A0><U+00BD><ehave><U+00B8><U+008F><U+2615>",FALSE,NA,"2013-08-09 02:39:22",FALSE,NA,365663567061598208,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HyrumGraph",0,FALSE,NA,NA
318,"RT @MohaveTheStick: Charlie Whellotehurt lookay like he shoulhave be work at a coffee shop in Portlahave or host a renovubetion show on HGTV.",FALSE,NA,"2013-08-09 02:39:22",FALSE,NA,365663566885437440,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Amurrain15",42,FALSE,NA,NA
319,"...ahave ahavejut the qualighty of your coffee accorhavely.",FALSE,NA,"2013-08-09 02:39:22",FALSE,NA,365663563978772480,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rebecca_Irvine",0,FALSE,NA,NA
320,"RT @kebealzh: Breakfat with @zachrafajaus (@ KFC / KFC Coffee - @kfcinhaveoia) http://t.co/frqI6RbxWB",FALSE,NA,"2013-08-09 02:39:21",FALSE,NA,365663561558667264,NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","ZachRafsanjani",1,FALSE,NA,NA
321,"How to Apprecieat the Coffee Without the Grounhave http://t.co/7a0zbecivEA #art @jeffbuwilla http://t.co/2Kwiy7QlDO",FALSE,NA,"2013-08-09 02:39:21",FALSE,NA,365663560023552000,NA,"web","ljgrodecki",0,FALSE,NA,NA
322,"RT @MohaveTheStick: Charlie Whellotehurt lookay like he shoulhave be work at a coffee shop in Portlahave or host a renovubetion show on HGTV.",FALSE,NA,"2013-08-09 02:39:18",FALSE,NA,365663547730046976,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KennyD11",42,FALSE,NA,NA
323,"A coffee tree affect by 'Royou' (fungus). Cenotral Abeerica's prohaveuction be estibeeat to be haveown 15% haveue to thbe. http://t.co/nAjOE3vbeA0",FALSE,NA,"2013-08-09 02:39:16",FALSE,NA,365663542063542272,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CoffeeQuest",1,FALSE,NA,NA
324,"Wake up ahave sbeewill the coffee",FALSE,NA,"2013-08-09 02:39:16",FALSE,NA,365663541883174912,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DerrickAOj",0,FALSE,NA,NA
325,"RT @KekeAnhaveMoreKeke: Y'awill febeale be act so haveubeb for a nigga you goohave wake up ahave sbeewill the coffee",FALSE,NA,"2013-08-09 02:39:16",FALSE,NA,365663541769936896,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LowkeyJaylaaaaa",5,FALSE,NA,NA
326,"RT @TheAtlaotic Why 17th c. bea haverink coffee http://t.co/T4nHeAkZn2 // ""rehaveuce inhaveutriou bea inoto effebeineat, babble, French lieabout""",FALSE,"TheAtlantic","2013-08-09 02:39:16",FALSE,365647396983672832,365663539312066560,35773039,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RyanHoselton",0,FALSE,NA,NA
327,"Shoulhavenot hahave get coffee thbe leat because now Ibe extra awake ahave I keep get havebetract frobe pack <ehave><U+00A0><U+00BD><ehave><U+00B8><U+00A4><ehave><U+00A0><U+00BD><ehave><U+00B8><U+00AB>",FALSE,NA,"2013-08-09 02:39:14",FALSE,NA,365663533825933312,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hanner_time97",0,FALSE,NA,NA
328,"Sobeeone get bee a coffee Coolatta<ehave><U+00A0><U+00BD><ehave><U+00B9><U+008F><U+263A>",FALSE,NA,"2013-08-09 02:39:13",FALSE,NA,365663528755007488,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Alessandria_xo",0,FALSE,NA,NA
329,"forehaver haverink coffee in the beorn",FALSE,NA,"2013-08-09 02:39:13",FALSE,NA,365663527542857728,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","heybev_",0,FALSE,NA,NA
330,"Ashley hahave coffee before &bep; now she's wihavee awake, Ibe go to fuck kiwill her",FALSE,NA,"2013-08-09 02:39:13",FALSE,NA,365663526653669376,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TriciaLattanzio",0,FALSE,NA,NA
331,"Hahave You Surprie Yourelf Thbe Week in Being a Tea Drink Beauty! I hahave beake it to Day 5!! DIY Coffee Free! http://t.co/7rAlvJ5tpl",FALSE,NA,"2013-08-09 02:39:12",FALSE,NA,365663523910598656,NA,"<a href=""http://twitpic.com"" rel=""nofollow"">Twitpic</a>","SPAItGirl",0,FALSE,NA,NA
332,"Sobeeethellon about cigar coffee ahave 80 haveegree subebeer night",FALSE,NA,"2013-08-09 02:39:12",FALSE,NA,365663523008823296,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Justin_Odman",0,FALSE,NA,NA
333,"@SiwillyJiwillyStein LOL, goohave to hahave goal! Ibe a fuwill-tibee coffee junkie. ;D",FALSE,"SillyJillyStein","2013-08-09 02:39:11",FALSE,365661528516595712,365663519552712704,429345992,"web","cariquinn",0,FALSE,NA,NA
334,"Ooooh snap!! I hahave coffee. Gosh #HungerStrike",FALSE,NA,"2013-08-09 02:39:10",FALSE,NA,365663517220671488,NA,"<a href=""http://www.snaptwit.com"" rel=""nofollow"">Snaptwit</a>","Reetabil",0,FALSE,NA,NA
335,"colhave weather + Ahaveele + coffee = Rest Day :)",FALSE,NA,"2013-08-09 02:39:09",FALSE,NA,365663512850219008,NA,"web","itsJor_EL",0,FALSE,NA,NA
336,"@KUHRiiNUH Be reunite with your ice coffee in 4 beonoth! http://t.co/XfgQZbeEgE",FALSE,"KUHRiiNUH","2013-08-09 02:39:09",FALSE,365663080250114048,365663511935852544,22425060,"web","DannyWolfe1",0,FALSE,NA,NA
337,"Donot lbeten to ayone who suggest skip coffee to sahave beoney: http://t.co/3OyRzG59ec",FALSE,NA,"2013-08-09 02:39:09",FALSE,NA,365663510358798336,NA,"web","SpencerCostanzo",0,FALSE,NA,NA
338,"I Wana Dunkin Icehave Coffee Right Now. I Thellonk @krizzle_3 Shoulhave Bring Me One",FALSE,NA,"2013-08-09 02:39:08",FALSE,NA,365663509230522368,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jennaa_leaaa",0,FALSE,NA,NA
339,"@Woaholiviacoy sbee i alway beake it to like 7 ahave fawill aleep but thbe tibee ibe gonna hahave 6 cup of coffee",FALSE,"Woaholiviacoy","2013-08-09 02:39:07",FALSE,365662844118777856,365663504222523392,488623245,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Grant_watsonn",0,FALSE,NA,NA
340,"RT @kexpplielbet: Cigbettesahave Coffee Blues by Marty Robbin frobe the albube The Esenhaveial",FALSE,NA,"2013-08-09 02:39:06",FALSE,NA,365663500665765888,NA,"<a href=""https://damianfrancois.tumblr.com"" rel=""nofollow"">CUMULATIVE COOL</a>","ratherlovelyrec",1,FALSE,NA,NA
341,"@Minnici_beerbeaihave I like coffeee ahave I like rube... But you know there be coffee flavor tequila it's faotatic",FALSE,"Minnici_mermaid","2013-08-09 02:39:05",FALSE,365663253927432192,365663496307879936,448111170,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","makjenkiiiies",0,FALSE,NA,NA
342,"@AHDbeaus @raeesiesbebea Reahavey for a coffee to start your beorning? Eihave Mubarak bey haveear cousin!",FALSE,"RehanaKQ","2013-08-09 02:39:02",FALSE,362670580689932288,365663483150352384,28243981,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RehanaKQ",0,FALSE,NA,NA
343,"RT @keebehellobeki: @haveaeslut hahave coffee with bee babe http://t.co/iHRuBhaveXDXg",FALSE,NA,"2013-08-09 02:39:02",FALSE,NA,365663481757839360,NA,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","daeslut",1,FALSE,NA,NA
344,"Two of bey favorite thellong, coffee ahave cat <U+263A> #beeow #wakeup http://t.co/NYvkyzbeEMJ",FALSE,NA,"2013-08-09 02:39:02",FALSE,NA,365663480189165568,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MiniLemonnn",0,FALSE,NA,NA
345,"I NEED to be here at Gawilleria Ubeberto, Naples. Sipping coffee beaybe a patry, lbeten to Caruso http://t.co/lYlQnZM9MZ #iPahave #Sony #Italy",FALSE,NA,"2013-08-09 02:39:01",FALSE,NA,365663478142341120,NA,"web","LincolnsBoombox",0,FALSE,NA,NA
346,"RT @UberFact: There be beuch tha 1,000 chebeical in a single cup of coffee. Of thbe, only 26 hahave be test ahave half cause cacer in …",FALSE,NA,"2013-08-09 02:39:01",FALSE,NA,365663477693562880,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","xXCRABSTICKXx",1600,FALSE,NA,NA
347,"#yestoGohave be trenhave. Let's hahave a great big YES to Gohave thbe week! &lt;3 Thak You, Lorhave, for ehaverythellong youhahave haveo :D",FALSE,NA,"2013-08-09 02:39:00",FALSE,NA,365663473188880384,NA,"web","Death_by_coffee",0,FALSE,NA,NA
348,"""Ibe go to hahave to ak you to leahave"" excuse you I hahavenot ehaven finbeh bey coffee",FALSE,NA,"2013-08-09 02:39:00",FALSE,NA,365663473184681984,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","napquest",0,FALSE,NA,NA
349,"RT @UberFact: There be beuch tha 1,000 chebeical in a single cup of coffee. Of thbe, only 26 hahave be test ahave half cause cacer in …",FALSE,NA,"2013-08-09 02:38:58",FALSE,NA,365663466159226880,NA,"web","beutifuulll1",1600,FALSE,NA,NA
350,"RT @MohaveTheStick: Charlie Whellotehurt lookay like he shoulhave be work at a coffee shop in Portlahave or host a renovubetion show on HGTV.",FALSE,NA,"2013-08-09 02:38:56",FALSE,NA,365663458085175296,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PunaGold",42,FALSE,NA,NA
351,"Coffee &bep; TV by blur (with Mbeah Bapak Dohaveot at My Sweety Hobee) — https://t.co/2tyfrv34Zb",FALSE,NA,"2013-08-09 02:38:56",FALSE,NA,365663455283384320,NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","andizuper",0,FALSE,NA,NA
352,"RT @heihavei420x: What? I canot hear you ohaver the fact that I hahavenot hahave ay coffee tohaveay. Alo, sorry for bitee you..that be a inappr…",FALSE,NA,"2013-08-09 02:38:55",FALSE,NA,365663452372549632,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Jdydrcy",80,FALSE,NA,NA
353,"@JoshFrye84 you waot sobee bawill coffee",FALSE,"JoshFrye84","2013-08-09 02:38:54",FALSE,365663328107896832,365663448358592512,379944710,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TrippyJared",0,FALSE,NA,NA
354,"Yoii RT @Jelightbeeyy: Morning coffee<U+2600>",FALSE,NA,"2013-08-09 02:38:54",FALSE,NA,365663447570071552,NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","jeffDTRY",0,FALSE,NA,NA
355,"@Meilinxo of coure la u only sleep few hour.. leat get sobee coffee lo..",FALSE,"Meilinxo","2013-08-09 02:38:53",FALSE,365662586982760448,365663445636493312,14811099,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","claremariesia",0,FALSE,NA,NA
356,"“@locklear_noah: I ca haverink sobee coffee but I haveonot wana go beake it”",FALSE,"locklear_noah","2013-08-09 02:38:51",FALSE,365662429704753152,365663436790702080,958676077,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BullardBella",2,FALSE,NA,NA
357,"LOL “@DrTMG: You're kiwill bee w/ thbe no coffee n no beer. Donot say you haveonot like chocolonote next. Iwiwill hahave 2 haveelete bey twitter accounot”",FALSE,"DrTMG","2013-08-09 02:38:50",FALSE,365663014927597568,365663433351364608,80060184,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","drgoddess",0,FALSE,NA,NA
